ID	Responder1	Responder2	Responder3	Responder4	NonResponder1	NonResponder2	NonResponder3	NonResponder4
NCL	0.00502455499999999	-1.522557155	-0.198953985	0.317454935	0.573396325	0.486910465	-0.00825869500000001	0.346983555
ASS1	0.3498080975	-3.3760453375	0.5837415425	1.3342088625	0.2201703825	0.7924798625	-0.2185298375	0.3141664275
KYNU	-1.426080725	1.160402675	-1.322060625	-2.288196625	2.621559075	2.195435475	0.792509975	-1.733569225
OR3A2	1.59205905675	1.99787565675	-2.01230344325	-0.44479518325	-0.50835042325	0.76192515675	-1.08637624325	-0.30003457725
OLIG3	2.0987946875	1.5978156875	-2.0439380125	-0.5666955125	-0.0786455425	0.9656931875	-1.4801114125	-0.4929130825
MGC13053	-1.22252486925	1.51510743075	0.35005068075	-0.34349846925	-0.41936994925	-0.07556367925	-0.03332973525	0.22912859075
TMPRSS3	2.59407766	-0.01508802	0.39544254	-0.63613554	0.70944363	0.96585041	-1.41849174	-2.59509894
CCDC130	-0.79990078625	1.16394687375	0.48233152375	0.75684571375	-1.39857268625	-1.17604328625	0.24754310375	0.72384954375
BM069901	-0.39430756375	1.22796544625	-0.22984547675	0.70363004625	-0.33470435375	0.33843188625	-0.19629283075	-1.11487715375
LACTB	1.23405463625	0.57878738625	0.47958093625	-0.51784461375	-0.04773946375	-0.04832546375	-1.47493786375	-0.20357555375
DIRAS2	1.57849775	2.01451715	-1.99355895	-1.42717565	-1.77994975	1.58317455	-1.03020675	1.05470165
EPS8L1	-0.33910667875	-2.90446008875	1.01601401125	1.00609001125	-0.26338398875	0.02895821125	3.23738231125	-1.78149378875
ZNF14	2.0784813875	1.9567663875	-2.3025300125	-1.6067798125	-1.3833835125	-1.8912303125	1.2410170875	1.9076587875
VASH2	0.68693052125	2.95534832125	-0.70927868875	-0.58952056275	-1.21730242875	-0.70205079475	-0.71125374875	0.28712738125
MCOLN2	1.554584265	4.293878965	-1.909596735	-0.458221229	-0.368075641	0.013590545	-1.416714935	-1.709445235
ASAP3	0.07367498125	-0.04560393075	-0.69462458875	-0.99040144875	-0.13179844675	-0.23108356875	1.88608531125	0.13375169125
MRPL36	-1.144543025	-0.02403534	-0.965066325	-0.606366525	0.842144575	1.255045575	-0.15005291	0.792873975
EPR1	1.18300783875	2.13353313875	-1.91917836125	-0.58579052125	-0.61619126125	0.52434216875	-0.28356064125	-0.43616236125
DHX57	0.1345936685	0.7079889225	-1.4637297275	-0.5280149275	0.5117880725	0.8575212425	-0.3951681275	0.1750208765
ARL4A	-0.27118324	-2.06422594	0.48812366	0.78188873	-0.28820729	0.16149974	0.00788617999999999	1.18421816
RGN	3.72976568875	2.42001688875	-1.75862591125	-1.10801115125	-1.29555406125	-0.88720502125	-0.46395483125	-0.63643160125
CCNA2	-2.646758695	1.337182905	-0.062770495	0.265583395	0.656023385	0.140393615	-0.087947965	0.398293855
BLMH	-0.62876774625	0.15357280375	-1.15156434625	-0.83334707625	0.58206585375	-0.36220049625	0.61770985375	1.62253115375
NUDT21	-0.65361735625	0.50978851375	-0.72354175625	-0.52158022625	0.75614499375	0.59325454375	-0.62884425625	0.66839554375
SLC6A15	0.78478319125	1.83570556125	-2.25697203875	-1.56002203875	0.89661916125	1.14145070125	-0.64336126875	-0.19820326875
RNASE4	1.9803201175	-1.7563765825	0.7943288775	0.8192560175	-0.1660430825	0.3155233375	-0.1201747025	-1.8668339825
ALDH1A2	1.38705248	2.33938548	-1.73956022	-1.08267312	-0.71792418	-0.01181895	-0.25392729	0.0794658
E1A_r60_a22	2.24406447625	2.88811837625	-5.95029722375	-5.45785132375	1.35569393625	1.53073322825	1.82475340625	1.56478512425
SMN2	0.3959086275	1.4015624475	-1.3183619525	-1.4358412525	0.9327829175	1.1772792475	-0.8215079025	-0.3318221325
MAFF	-0.956004754375	-1.436697654375	0.230918770625	0.208917504625	0.606318355625	-0.309096454375	1.458197045625	0.197447186625
FAM90A10	1.635847475	1.355538715	-2.793280725	-1.748012125	-0.221262125	0.734777315	0.957043035	0.0793484350000001
B3GALT5	1.394887058	2.910839258	-0.537767766	-0.722783922	-1.167719742	-1.204429042	-0.220546602	-0.452479242
DKK2	1.75360371	2.59390191	-1.91086319	-1.25826574	-0.4717238	-0.04041219	-0.18521238	-0.48102832
HLA-DRA	4.04712655	5.46183585	-6.43915075	-5.83042615	5.94173145	-1.70900175	3.49594145	-4.96805665
CG030	0.6104457425	1.8899781425	0.5052554725	0.1024153425	-1.1504223575	-0.2008478575	-0.7851345575	-0.9716899275
CDC42BPG	0.38506449	0.81575189	-0.20049107	-1.08637251	-0.66120827	-0.027252791	0.80872049	-0.034212229
SORBS2	1.8343458125	1.0183258125	0.6043376925	0.1401467325	-1.8573379875	-1.9990090875	2.8668337125	-2.6076426875
MX2	2.542895325	2.590044525	-2.467390975	-3.255485275	0.840076475	0.797438175	1.197640925	-2.245219175
SSTR2	1.96770049375	2.67983249375	-2.12137070625	-1.49373910625	1.58760689375	-1.66051240625	-0.06904765625	-0.89047000625
CYB5A	0.885566085	-0.742324915	0.445091605	0.368738525	0.204758045	0.545946485	-0.464322215	-1.243453615
ADD3	1.19865396875	-1.57324713125	0.77043801875	-0.21088903125	0.00236398275000001	-0.66397493125	0.02787715475	0.44877796875
TAG	1.07527925375	2.97175465375	-1.69132894625	-0.61136191625	-0.14699929625	-0.71421712625	-0.12509054625	-0.75803607625
C9orf150	1.832996475	1.314554275	1.266205875	1.327541475	-0.918936125	-1.497660025	-1.052612625	-2.272089325
DUSP16	-1.24651952	1.31851148	-0.31808662	-0.59608222	0.54602575	0.92295312	0.21072958	-0.83753157
PDCD1	1.6576704675	2.3455380675	-1.5147729325	-1.3626056325	0.7754959675	-1.0511632725	-0.1029392125	-0.7472234525
CLPTM1L	0.012810225	-0.294755935	-0.943727955	-0.831144815	1.184053945	0.963535745	-0.389001855	0.298230645
CCL2	3.9424495125	-0.8822319875	-2.4089362875	-4.5008781875	3.8698348125	-0.3130843875	3.3401362125	-3.0472896875
NCOA2	0.808224880375	2.054641880375	-0.355539140625	-1.065868219625	-0.351933298625	-0.634957119625	-0.068372549625	-0.386196432625
ROM1	0.19154435025	0.35778456625	0.21351176225	1.14796285625	-1.03870934375	-0.92481484375	0.71998195625	-0.66726130375
KDM5C	-0.98008174	0.13155299	-0.11910313	0.38947135	0.94482547	0.8530677	-0.36151284	-0.8582198
MAP9	1.8821676375	1.8935073375	-3.6668318625	-3.0205899625	1.8881257375	1.4544261375	-0.6057411625	0.1749361375
ANXA4	1.936210729375	-1.906790670625	0.550342629375	-0.217298460625	-0.233495660625	0.00707917437499996	-0.026385734625	-0.109662006625
TM7SF2	-1.02674157375	-0.89116387375	0.36516182625	-1.29760223375	-1.14234882375	0.98674292625	2.81686442625	0.18908732625
NCRNA00086	0.44540613875	1.24617497875	-0.64998322125	-0.96182472125	-0.03472739125	0.24644154875	-0.64695817125	0.35547083875
IARS	-1.07376571125	-0.59670061125	-0.29869168125	0.05757910875	0.94675928875	0.18889814875	-0.05192893125	0.82785038875
CCRN4L	1.955673282625	2.597991582625	-1.998625217375	-1.549370217375	0.561020482625	-0.223469411375	-1.239862317375	-0.103358184375
SLC10A7	0.1836354625	1.8264181625	-0.9832022175	3.2173640625	-1.1862857375	-1.1524417375	-0.6062910575	-1.2991969375
MTMR14	0.17397248375	1.28686226375	0.32683122375	0.81647622375	-0.74957143625	-0.28818475625	-0.55158436625	-1.01480163625
CRLF2	0.0677667295	1.0994840425	-1.3784622575	-1.1696824575	-0.1858882275	0.4617195725	0.9338708425	0.1711917555
UBE2DNL	0.02412939375	1.24985554375	-1.44797705625	-1.83462145625	0.12693501375	0.41599607375	0.92568634375	0.53999614375
C21orf15	1.7514779125	1.9669382125	-2.8355882875	-2.1343219875	0.2031809825	-1.4722774875	1.7310802125	0.7895104425
MAP4K1	1.774034975	5.099100775	-2.441482625	-2.805269225	0.222431175	-1.202305325	0.380271875	-1.026781625
PNRC1	0.3763355025	-0.9338361175	-0.4733435175	-1.1786562175	0.4726365825	0.4539083225	-0.0544339375	1.3373893825
NGFRAP1	-0.3085990215	-2.3213806655	-0.8724751655	-1.1832413655	2.0613399345	2.3055806345	-0.5184955855	0.8372712345
FRY	2.5051368125	1.6298383125	-2.5204792875	-1.8548241875	-1.3018594875	-1.0966364175	0.7676614425	1.8711628125
CFHR5	2.03215923125	2.60594823125	-1.56606166875	-0.88815086875	-0.37771481875	-1.00081606875	-0.15708131875	-0.64828271875
BMP7	-1.2247413475	-3.8103398475	-0.1664289175	0.1628118825	0.3701254225	1.6660600525	0.9134332025	2.0890795525
S100A12	0.735985085	-0.615305595	-4.025727015	-4.065745515	-0.454384495	4.582493385	4.216585685	-0.373901535
LGALS4	5.1758189375	-1.2954990625	6.2945985375	6.3416945375	-4.0518376625	-4.1560723625	-4.5746390625	-3.7340638625
C9orf96	2.7594662	1.7123696	-1.5022486	-1.6144689	0.8331996	-0.25300442	-1.4553403	-0.47997318
MT1E	2.672264605	-0.233327735	-1.693903295	-0.778430335	1.802344905	0.127916945	0.463925505	-2.360790595
DIABLO	0.12569021475	1.35914734075	-0.79561735925	-0.95899125925	-0.19910455925	0.20741724075	0.09645199075	0.16500639075
KRT38	1.51733860625	2.90792780625	-1.26849289375	-0.60436219375	-1.11075039375	-0.92421501375	-0.25782984375	-0.25961607375
HBP1	-0.1948068225	-1.5734617525	0.1825601975	-0.7253997525	-0.1351001325	0.0876896275	0.7422358875	1.6162827475
SENP6	1.369495705	0.636556905	0.324273885	-0.911896395	0.488049305	-0.937724295	-0.357514075	-0.611241035
DNASE1L1	-0.167790043	-1.216580555	-0.240315067	-0.320703135	1.495126145	1.629288045	-0.00926219500000003	-1.169763195
ST3GAL6	2.3687186125	1.8841953125	-2.2752413875	-1.5750007875	1.2479334125	-0.5809526375	0.1755404625	-1.2451929875
MTRR	-0.40084487375	0.12214869625	-0.35059530375	-0.06825810375	1.45307179625	0.70999499625	-0.73544200375	-0.73007520375
PRPF8	-0.405512745	-1.305325485	0.00635343500000002	-0.279668745	0.074342785	-0.261321005	0.735546645	1.435585115
BMX	4.37844127125	1.36041077125	-0.64835496875	-1.01750274875	-1.23689075875	-0.87749024875	-0.13932128875	-1.81929202875
LRRC4C	2.1076460125	1.8367839125	-2.1694126875	-1.5012783875	0.2460670485	0.0505995765	0.7557907125	-1.3261961875
CASP10	-0.67000744875	-1.61173554875	0.28864027125	0.62126565125	-0.40281556875	-0.86137269875	0.44612099125	2.18990435125
AKAP4	1.1043519075	2.4435972075	-0.6393448125	-0.7565103925	-0.9668856925	-0.2904969525	-0.4815379425	-0.4131733225
CXCL16	0.29773443675	-2.47375563025	0.77523820975	0.42758863975	0.28600710275	0.15011899975	0.22590320975	0.31116503175
RETN	0.83561805625	2.94581330625	-1.65983239375	-1.47522729375	-0.00447174374999999	-0.67550559375	0.21644930625	-0.18284364375
TTTY7	0.61808336	2.01396262	-2.05496228	-1.42469468	0.41992272	-0.07098448	-0.53546392	1.03413666
HACL1	0.41644298875	0.69536841875	0.52730476875	1.55594071875	-1.68342288125	-1.12907398125	-0.56260528125	0.18004524875
OR7A5	1.47844592125	2.75225722125	-1.29654897875	-0.66845572875	-0.85737477875	-0.95302641875	-0.14341127875	-0.31188595875
MCOLN3	1.4059671395	2.7026080395	-1.4388070605	-0.7942824905	-0.4351616405	-0.7974668105	-0.3282237565	-0.3146334205
FLJ44715	1.34109427375	2.65386757375	-1.44044752625	-0.82914608625	-1.00012652625	0.08003074375	-0.43759029625	-0.36768215625
E2F1	-1.963356615	1.835739985	-0.273473395	1.150823985	-0.12118019	0.02902876	-0.967029215	0.309446685
IL25	1.53125195125	2.95033125125	-1.25585884875	-0.60769264875	-1.12349074875	-0.97001020875	-0.23199741875	-0.29253332875
TRIM33	0.80488813	-0.18611681	0.55101431	0.42074335	-0.94667783	-0.83031427	-0.30823767	0.49470079
DAZ2	2.363068994125	2.589633394125	-1.494190755875	-0.862364355875	-1.345545805875	-0.157607135875	-0.522904933875	-0.570089400875
MS4A5	0.874372950375	2.203895150375	-0.946034909625	-1.021490099625	-1.027153019625	-0.780353071625	1.472575150375	-0.775812150625
CXCL11	0.39039744875	1.55285444875	-0.95192775125	-0.54740295125	3.62396164875	-0.97849140125	-1.51951799125	-1.56987345125
HLA-DPB1	3.8865657	3.8031377	-4.7606593	-5.6291389	4.4951207	-1.3247442	2.2346916	-2.7049733
TPSD1	4.95958455	1.03772525	-3.12768235	-2.21507615	0.70604835	-1.42186425	2.24474555	-2.18348095
ZNF681	0.55794493	1.81535405	-2.21464515	-1.63426095	1.43231315	1.54242245	-0.23318323	-1.26594525
NFATC1	3.36912159125	1.48897699125	-3.00952150875	-3.00430730875	0.04275417125	-0.17704915875	0.53645801125	0.75356721125
NRXN2	-0.0105617	-0.1302302	-4.1781585	-2.3594182	1.7867463	2.7784064	0.9349687	1.1782472
LRRC2	4.0280398475	-0.4728530025	-1.3100450595	6.1315516475	-1.3257506455	-2.4232986525	-3.0203106525	-1.6073334825
EDN1	0.05932170625	-1.79812976375	0.13935786625	-0.05583923375	0.61811953625	-0.69512816375	-0.14350908375	1.87580713625
RAPSN	0.353212075625	1.782211975625	-0.698240544375	-0.712247644375	-0.465184954375	-0.322257549375	-0.189763334375	0.252269975625
MLF1	0.7452030575	0.3750458175	-3.7642158625	-3.0872806625	2.9773440375	2.1547523375	-1.2883576625	1.8875089375
PDIA4	-0.28802311625	0.62258470375	0.22273052375	0.42221725375	0.96873460375	-0.29329597625	-1.24247229625	-0.41247569625
ZBED2	-2.169735575	-0.736706475	-2.765317175	-1.451735675	0.859331925	2.969760725	1.414544425	1.879857825
TRPM3	1.36601971375	2.65965941375	-1.32204103625	-0.84367513625	-0.84028196625	-0.57869959625	-0.43576097625	-0.00522041625000003
HDGFL1	-0.11126828	-0.81156182	-1.72941952	-1.33641552	0.82877564	1.04459834	1.01095988	1.10433128
MATN3	0.99245344625	2.25077094625	-1.82377305375	-1.16598235375	1.07266364625	-0.00167428375000001	-0.68050205375	-0.64395629375
HIF3A	-0.697010405	1.246092945	-0.634643915	-0.201749205	-0.613197685	0.318972225	0.547623745	0.033912295
BTN1A1	0.7245896575	2.1934936575	-1.1234724025	0.0587981275	-1.0048567425	0.1284578375	-0.5196139225	-0.4573962125
C21orf130	1.176996837125	2.572888937125	-1.583317162875	-0.971166482875	-1.362100962875	1.386873837125	-0.582545625875	-0.637629376875
KIAA0564	-0.284566945	0.967148265	0.694739265	1.043704965	-0.886996835	-0.715467035	-0.431353155	-0.387208525
SLAMF7	3.35204919375	4.18405139375	-1.91088400625	-4.19323430625	1.56847414375	1.06173739375	0.43027099375	-4.49246480625
GJA10	0.97725423125	2.43303713125	-1.75648706875	-1.12896079875	-0.18801946875	1.26789933125	-0.76979274875	-0.83493060875
TRIM63	2.99529923625	2.73977123625	-1.46206581375	-0.82037126375	-1.33266890375	-1.13172400375	-0.46774590375	-0.52049458375
KCNMA1	1.3921932375	1.4121107375	1.2354278375	0.9647445375	-1.1679001625	-1.2343688625	-0.7986150625	-1.8035922625
FAM74A1	1.173039884625	2.667032684625	-0.754461835375	0.225652144625	-0.897254055375	-1.201073715375	-0.573026725375	-0.639908382375
OR10C1	-0.3986311675	1.8419470325	-1.0508370975	0.0976228125	-0.1585512785	-0.2693853975	0.0374235525	-0.0995884565
ZNF45	-0.37766046025	1.46415407375	-0.80420226625	-0.26934499225	0.83525357375	0.51112537375	-0.89342278625	-0.46590251625
ARHGAP6	1.1760873375	1.1539778375	-0.6092581625	-0.0471701624999999	-1.0663561625	-2.2918233625	-1.8189058625	3.5034485375
LATS2	1.12978250875	0.23684675475	-0.58320684125	-0.71804494125	1.00415021875	0.39050847875	0.02744276275	-1.48747894125
CAV1	2.1866529175	0.3900464175	-3.5524291825	-4.2728784825	2.2175491175	1.9008272175	0.2906773775	0.8395546175
CCDC124	-1.05221724625	1.21360375375	-0.67775130625	-0.06576323625	0.10625195375	0.28065609375	0.21569323375	-0.02047324625
WDR53	-1.1874588775	0.5483204225	-0.4029701775	0.1681948905	0.7339011225	0.7840834825	-0.8175448175	0.1734739545
TTLL7	1.0056201875	1.8148361875	-2.3831199125	-1.2725213125	-0.3596046625	-0.8805273125	0.2494842375	1.8258325875
FOXB2	1.167452285	2.098419285	-1.575508615	-0.443052775	0.330773345	-1.001606475	0.393128865	-0.969605915
FAM183A	0.23399322375	0.38202350375	-2.01610403625	-3.11025123625	0.13483255375	1.34370536375	1.39845676375	1.63334386375
DIRC1	-1.0019943125	0.9576580875	1.0834987875	1.6922824875	-1.4611093125	-1.2833239125	-0.0266406125	0.0396287875
ANKRD2	-0.2113325575	0.9109613825	-2.4483601175	-2.1892441175	2.1962215825	2.2759034825	-0.7658879775	0.2317383225
PDZD2	0.715684585	-0.0232608950000001	-3.945171155	-3.577390955	2.283631045	2.725505545	1.987454545	-0.166452715
TBC1D3B	0.822111785	1.911539285	0.583587345	0.781549155	-0.918246575	-1.186012115	-1.015984815	-0.978544065
EPHA2	-1.78570685375	-1.07182445375	0.42359744625	-0.21572195375	0.49692547625	0.11561119625	2.05515824625	-0.01803910375
AMZ1	-0.31757594125	0.96716214875	1.00807334875	1.19434404875	-0.90486289125	-0.82285548125	-0.63573647125	-0.48854876125
HPGDS	5.20778345	1.56894895	-2.65454885	-2.00053045	1.35493155	-2.30236695	0.37465885	-1.54887655
ZMYND12	2.5676385575	1.1948858575	1.1807776575	0.0379854775	-0.8254707625	-0.8544436425	-1.2415932025	-2.0597799425
REN	-0.06057197375	1.06961125625	3.31630015625	2.51680625625	-1.98886854375	-1.52413971375	-1.77687864375	-1.55225879375
KCNJ15	1.16461190125	1.07662732125	-2.56692549875	-1.66225999875	1.03771407125	0.73410374125	0.57653386125	-0.36040539875
C21orf58	0.1295378175	1.5369212975	-0.0498440325	-0.7432372625	-0.4603560025	-0.0950386575	-0.1142623475	-0.2037208125
CRB2	1.175752372875	2.191350672875	-0.406932585125	-1.192398777125	-0.347464792125	0.620195172875	-1.008293387125	-1.032208677125
UBE2C	-1.98507301	0.81660999	-0.66422737	0.23184979	0.73277869	0.19717419	-0.08756197	0.75844969
ZWINT	-1.92290423875	1.20164991125	0.00618148124999998	0.60335898125	0.83856750125	0.50221324125	-0.70264983875	-0.52641703875
TIFAB	2.44510395	1.41752515	-1.43619605	-1.94983645	0.78425105	-1.91993115	0.71835167	-0.0592681699999999
MYO19	-1.61502846125	-0.21817744125	0.15999208875	0.82254873875	-0.80837836125	0.03191458875	0.50477920875	1.12234963875
OR1K1	1.135636195	1.253334895	-2.387136105	-1.047052505	0.514451865	0.023128865	0.346764445	0.160872345
